"","gene","genename","genechr","genepos","genedesc"
"15215","Hs.6459","FLJ11856","8","145587.124","hypothetical protein FLJ11856"
"15216","Hs.69594","HMG20A","15","75429.061","high-mobility group 20A"
"15217","Hs.7779","FLJ12118","13","108991.759","hypothetical protein FLJ12118"
"15218","Hs.118983","FLJ12150","8","144745.627","hypothetical protein FLJ12150"
"15219","Hs.204501","FLJ10534","17","2432.582","hypothetical protein FLJ10534"
"15220","Hs.22065","SPEC1","1","148240.041","small protein effector 1 of Cdc42"
"15221","Hs.27413","APPL","3","57219.201","adaptor protein containing pH domain, PTB domain and leucine zipper motif"
"15222","Hs.28393","C20orf116","20","3166.012","chromosome 20 open reading frame 116"
"15223","Hs.31547","NDUFA8","9","120282.384","NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 8 (19kD, PGIV)"
"15224","Hs.43654","CLN6","15","66215.149","ceroid-lipofuscinosis, neuronal 6, late infantile, variant"
"15225","Hs.9315","HNOEL-iso","1","113820.805","HNOEL-iso protein"
"15226","Hs.102696","MCT-1","23","118491.936","MCT-1 protein"
"15227","Hs.103147","FLJ21347","17","49099.199","hypothetical protein FLJ21347"
"15228","Hs.17118","FLJ11730","1","37386.443","hypothetical protein FLJ11730"
"15229","Hs.20509","HBXAP","11","77103.582","hepatitis B virus x associated protein"
"15230","Hs.268122","LOC51321","17","66841.368","hypothetical protein LOC51321"
"15231","Hs.273186","CABC1","1","224102.619","chaperone, ABC1 activity of bc1 complex like (S. pombe)"
"15232","Hs.5894","FLJ10305","16","70497.525","hypothetical protein FLJ10305"
"15233","Hs.11085","LOC51015","5","128506.655","CGI-111 protein"
"15234","Hs.126550","SKD1","18","59205.395","suppressor of K+ transport defect 1"
"15235","Hs.241576","PRO2577",NA,NA,"hypothetical protein PRO2577"
"15236","Hs.27721","WHSC1L1","8","38191.302","Wolf-Hirschhorn syndrome candidate 1-like 1"
"15237","Hs.288768","FLJ13263","10","81503.002","hypothetical protein FLJ13263"
"15238","Hs.288909","FLJ22471","12","122774.053","limkain beta 2"
"15239","Hs.306123","MAGEF1","3","185749.068","MAGEF1 protein"
"15240","Hs.42733","CHMP1.5","18","11841.456","CHMP1.5 protein"
"15241","Hs.42733","CHMP1.5","18","11841.456","CHMP1.5 protein"
"15242","Hs.5354","FLJ12716","4","185296.453","hypothetical protein FLJ12716"
"15243","Hs.55016","EPS8R2","11","697.933","EPS8 related protein 2"
"15244","Hs.6631","FLJ20373","2","102130.354","hypothetical protein FLJ20373"
"15245","Hs.7327","CLDN1","3","191344.406","claudin 1"
"15246","Hs.7765","C16orf5","16","4561.033","chromosome 16 open reading frame 5"
"15247","Hs.102237","TUSP","6","158642.977","tubby super-family protein"
"15248","Hs.106768","FLJ10511","8","66565.036","hypothetical protein FLJ10511"
"15249","Hs.150826","RAB25","1","153247.773","RAB25, member RAS oncogene family"
"15250","Hs.169615","FLJ20989","8","146282.622","hypothetical protein FLJ20989"
"15251","Hs.23410","TIMM13","19","2376.621","translocase of inner mitochondrial membrane 13 homolog (yeast)"
"15252","Hs.274424","SAS","12","56425.05","N-acetylneuraminic acid phosphate synthase; sialic acid synthase"
"15253","Hs.284292","HSPC051","22","28487.929","ubiquinol-cytochrome c reductase complex (7.2 kD)"
"15254","Hs.339833","FLJ11240","6","70381.347","hypothetical protein FLJ11240"
"15255","Hs.323432","IHPK2","3","48685.478","inositol hexaphosphate kinase 2"
"15256","Hs.62275","LOC51026","12","21546.066","CGI-141 protein"
"15257","Hs.7527","DKFZP566E144","11","113847.828","small fragment nuclease"
"15258","Hs.15929","FLJ12910","6","151804.412","hypothetical protein FLJ12910"
"15259","Hs.163724","HSPC019","6","108409.591","HSPC019 protein"
"15260","Hs.169111","OXR1","8","107626.676","oxidation resistance 1"
"15261","Hs.171835","DDX32","10","127099.308","DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 32"
"15262","Hs.183253","Nrap","9","33451.351","nucleolar RNA-associated protein"
"15263","Hs.198272","NDUFB2","7","139803.757","NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 2 (8kD, AGGG)"
"15264","Hs.198272","NDUFB2","7","139803.757","NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 2 (8kD, AGGG)"
"15265","Hs.203559","MRPL44","2","225024.672","mitochondrial ribosomal protein L44"
"15266","Hs.227933","ALG5","13","35321.976","Alg5, S. cerevisiae, homolog of"
"15267","Hs.257267","FYCO1","3","45919.987","FYVE and coiled-coil domain containing 1"
"15268","Hs.372455","GPRK7","3","142817.951","G protein-coupled receptor kinase 7"
"15269","Hs.274411","SCAND1","20","35256.974","SCAN domain containing 1"
"15270","Hs.285753","STMN3","20","62997.408","stathmin-like 3"
"15271","Hs.288284","FLJ22378","18","75761.464","hypothetical protein FLJ22378"
"15272","Hs.300906","FLJ10656","18","31821.78","hypothetical protein FLJ10656"
"15273","Hs.31431","FLJ12171","17","81353.418","hypothetical protein FLJ12171"
"15274","Hs.321130","MLPH","2","238682.679","melanophilin"
"15275","Hs.70565","MOCS2","5","52409.782","molybdenum cofactor synthesis 2"
"15276","Hs.90918","C11orf10","11","61331.964","chromosome 11 open reading frame 10"
"15277","Hs.9911","FLJ11773","12","50750.072","hypothetical protein FLJ11773"
"15278","Hs.100221","NR1H2","19","55571.549","nuclear receptor subfamily 1, group H, member 2"
"15279","Hs.103561","LOC51329","12","121902.768","SRp25 nuclear protein"
"15280","Hs.106747","RISC","17","55530.126","likely homolog of rat and mouse retinoid-inducible serine carboxypeptidase"
"15281","Hs.107882","FLJ10659","12","104069.541","hypothetical protein FLJ10659"
"15282","Hs.134342","LANCL2","7","55175.281","LanC lantibiotic synthetase component C-like 2 (bacterial)"
"15283","Hs.15760","C12orf10","12","51979.768","chromosome 12 open reading frame 10"
"15284","Hs.166172","ARNT","1","147998.767","aryl hydrocarbon receptor nuclear translocator"
"15285","Hs.166172","ARNT","1","147998.767","aryl hydrocarbon receptor nuclear translocator"
"15286","Hs.173380","LOC51177","1","147338.751","CK2 interacting protein 1; HQ0024c protein"
"15287","Hs.194709","PNMA1","14","72168.529","paraneoplastic antigen MA1"
"15288","Hs.22199","LOC51295","19","11477.744","ECSIT"
"15289","Hs.227750","NDUFB4","3","121636.035","NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 4 (15kD, B15)"
"15290","Hs.256549","NUBP2","16","1772.959","nucleotide binding protein 2 (MinD homolog, E. coli)"
"15291","Hs.280776","TNKS2","10","93222.645","tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase 2"
"15292","Hs.284227","KIAA1513","1","163996.1","KIAA1513 protein"
"15293","Hs.301064","HSU52521","4","154278.749","arfaptin 1"
"15294","Hs.7036","NAGK","2","71270.334","N-acetylglucosamine kinase"
"15295","Hs.9641","C1QA","1","22433.574","complement component 1, q subcomponent, alpha polypeptide"
"15296","Hs.347297","OBTP","6","41795.901","over-expressed breast tumor protein"
"15297","Hs.108183","ING4","12","6630.017","candidate tumor suppressor p33 ING1 homolog"
"15298","Hs.111449","CGI-94","1","37891.707","CGI-94 protein"
"15299","Hs.143460","PRKCN","2","37452.303","protein kinase C, nu"
"15300","Hs.18272","SLC38A1","12","44867.85","solute carrier family 38, member 1"
"15301","Hs.215766","CRFG","10","988.396","G protein-binding protein CRFG"
"15302","Hs.215766","CRFG","10","988.396","G protein-binding protein CRFG"
"15303","Hs.22937","KBRAS2","17","40545.343","I-kappa-B-interacting Ras-like protein 2"
"15304","Hs.241572","GOLGA5","14","91250.69","golgi autoantigen, golgin subfamily a, 5"
"15305","Hs.343877","FLJ20039","11","67699.935","hypothetical protein FLJ20039"
"15306","Hs.289064","FLJ22251","5","179090.71","hypothetical protein FLJ22251"
"15307","Hs.48712","FLJ20736","9","90401.049","hypothetical protein FLJ20736"
"15308","Hs.8361","E2IG4","11","76232.958","hypothetical protein, estradiol-induced"
"15309","Hs.10101","FLJ12875","1","20295.417","hypothetical protein FLJ12875"
"15310","Hs.12830","LOC51320","18","46952.908","hypothetical protein LOC51320"
"15311","Hs.19525","FLJ22794","11","58695.666","hypothetical protein FLJ22794"
"15312","Hs.22353","FLJ21952","10","113854.646","hypothetical protein FLJ21952"
"15313","Hs.155433","CNOT7","8","17099.385","CCR4-NOT transcription complex, subunit 7"
"15314","Hs.236556","STRAIT11499","23","37693.97","hypothetical protein STRAIT11499"
"15315","Hs.24641","CKAP2","13","50827.596","cytoskeleton associated protein 2"
"15316","Hs.274151","LGTN","1","203848.675","ligatin"
"15317","Hs.279582","LOC51128","5","134018.335","GTP-binding protein Sara"
"15318","Hs.77735","FLJ11618","16","30712.686","hypothetical protein FLJ11618"
"15319","Hs.9082","NUP54","4","77494.212","nucleoporin 54kD"
"15320","Hs.105794","UGCGL1","2","128942.16","UDP-glucose ceramide glucosyltransferase-like 1"
"15321","Hs.106127","LOC51082","13","25994.028","RNA polymerase I 16 kDa subunit"
"15322","Hs.151076","KIAA1243","16","14325.508","KIAA1243 protein"
"15323","Hs.181551","MGC2594","19","17281.361","hypothetical protein MGC2594"
"15324","Hs.18894","AP1M2","19","10544.346","adaptor-related protein complex 1, mu 2 subunit"
"15325","Hs.22753","FLJ22318","5","177671.628","hypothetical protein FLJ22318"
"15326","Hs.25726","LOC58486","11","10838.653","transposon-derived Buster1 transposase-like protein"
"15327","Hs.279862","BCCIP","10","127086.514","BRCA2 and CDKN1A interacting protein"
"15328","Hs.288141","SBP2","9","87422.907","SECIS binding protein 2"
"15329","Hs.301760","FREQ","9","128310.901","frequenin homolog (Drosophila)"
"15330","Hs.38205","CINP","14","100804.661","HeLa cyclin-dependent kinase 2 interacting protein"
"15331","Hs.48827","FLJ12085","12","70519.805","hypothetical protein FLJ12085"
"15332","Hs.49163","RNASE3L","5","31446.669","putative ribonuclease III"
"15333","Hs.9265","MRPL24","1","153923.885","mitochondrial ribosomal protein L24"
"15334","Hs.13094","PARL","3","184868.092","presenilins associated rhomboid-like protein"
"15335","Hs.15125","FLJ20699","22","44876.145","hypothetical protein FLJ20699"
"15336","Hs.22265","PDP","8","94885.8","pyruvate dehydrogenase phosphatase"
"15337","Hs.23788","FLJ10415","2","220297.08","hypothetical protein FLJ10415"
"15338","Hs.285829","SLC25A10","17","80375.299","solute carrier family 25 (mitochondrial carrier; dicarboxylate transporter), member 10"
"15339","Hs.288906","WW45","14","49090.397","WW45 protein"
"15340","Hs.29403","FLJ22060","17","58117.306","hypothetical protein FLJ22060"
"15341","Hs.3487","FLJ10439","11","62375.743","hypothetical protein FLJ10439"
"15342","Hs.795","H2AFO","1","147039.209","H2A histone family, member O"
"15343","Hs.795","H2AFO","1","147039.209","H2A histone family, member O"
"15344","Hs.82389","MRPL48","11","73225.225","mitochondrial ribosomal protein L48"
"15345","Hs.93871","C20orf31","20","34418.845","chromosome 20 open reading frame 31"
"15346","Hs.9774","SS18L2","3","42592.895","synovial sarcoma translocation gene on chromosome 18-like 2"
"15347","Hs.99843","DKFZP586N0721","15","65201.311","DKFZP586N0721 protein"
"15348","Hs.124696","LOC56898","4","104459.409","oxidoreductase UCPA"
"15349","Hs.14084","RNF7","3","142777.959","ring finger protein 7"
"15350","Hs.14520","EIF2C1","1","35776.471","eukaryotic translation initiation factor 2C, 1"
"15351","Hs.154938","MDS025","11","82698.813","hypothetical protein MDS025"
"15352","Hs.170737","FLJ23251","3","133700.056","hypothetical protein FLJ23251"
"15353","Hs.173739","FLJ10297","19","2184.154","hypothetical protein FLJ10297"
"15354","Hs.351629","HSPC003","1","153241.396","HSPC003 protein"
"15355","Hs.259842","PRKAG2","7","150645.767","protein kinase, AMP-activated, gamma 2 non-catalytic subunit"
"15356","Hs.367697","NUP50","22","43836.291","nucleoporin 50kD"
"15357","Hs.271623","DKFZP564A043","22","43858.392","DKFZP564A043 protein"
"15358","Hs.367697","NUP50","22","43836.291","nucleoporin 50kD"
"15359","Hs.279763","FLJ10504","1","152796.823","misato"
"15360","Hs.285107","FLJ13397","10","15824.174","hypothetical protein FLJ13397"
"15361","Hs.285673","FLJ20950","14","89571.07","hypothetical protein FLJ20950"
"15362","Hs.303025","C11orf24","11","67804.166","chromosome 11 open reading frame 24"
"15363","Hs.30661","MGC4606","16","29865.468","hypothetical protein MGC4606"
"15364","Hs.5345","RNPEPL1","2","241829.037","arginyl aminopeptidase (aminopeptidase B)-like 1"
"15365","Hs.54960","MDS033",NA,NA,"uncharacterized hematopoietic stem/progenitor cells protein MDS033"
"15366","Hs.5721","LOC51315","2","88228.868","hypothetical protein LOC51315"
"15367","Hs.61260","OSBPL11","3","126568.602","oxysterol binding protein-like 11"
"15368","Hs.61790","FLJ23338","14","22639.733","importin 4"
"15369","Hs.76127","HERC1","15","61616.634","hect (homologous to the E6-AP (UBE3A) carboxyl terminus) domain and RCC1 (CHC1)-like domain (RLD) 1"
"15370","Hs.8033","FLJ11164","17","49030.827","hypothetical protein FLJ11164"
"15371","Hs.104019","TACC3","4","1684.904","transforming, acidic coiled-coil containing protein 3"
"15372","Hs.197922","PRO1489","1","20279.408","hypothetical protein PRO1489"
"15373","Hs.187660","RABEX5","7","65617.335","putative Rab5 GDP/GTP exchange factor homologue"
"15374","Hs.227400","MAP4K3","2","39450.957","mitogen-activated protein kinase kinase kinase kinase 3"
"15375","Hs.235390","FLJ12895","19","63287.019","hypothetical protein FLJ12895"
"15376","Hs.246315","GALNT7","4","174785.844","UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 7 (GalNAc-T7)"
"15377","Hs.268561","FLJ10726","11","111488.872","hypothetical protein FLJ10726"
"15378","Hs.306044","C20orf34","20","32662.322","chromosome 20 open reading frame 34"
"15379","Hs.323914","TIMM9","14","56865.411","translocase of inner mitochondrial membrane 9 homolog (yeast)"
"15380","Hs.326067","MGC5178","16","30241.472","hypothetical protein MGC5178"
"15381","Hs.3532","NLK","17","26515.251","nemo-like kinase"
"15382","Hs.7886","PELI1","2","64294.528","pellino homolog 1 (Drosophila)"
"15383","Hs.111497","P17.3","23","46047.6","neuronal protein 17.3"
"15384","Hs.11615","LOC51657","7","75237.744","map kinase phosphatase-like protein MK-STYX"
"15385","Hs.11638","FACL5","10","113800.543","fatty-acid-Coenzyme A ligase, long-chain 5"
"15386","Hs.14202","FLJ11040","17","30615.198","hypothetical protein FLJ11040"
"15387","Hs.152982","FLJ13117","12","48047.559","hypothetical protein FLJ13117"
"15388","Hs.155313","DATF1","20","62262.703","death associated transcription factor 1"
"15389","Hs.160271","GPR48","11","27351.818","G protein-coupled receptor 48"
"15390","Hs.194714","SNAP29","22","19537.845","synaptosomal-associated protein, 29kD"
"15391","Hs.20159","COQ4","9","126460.859","CGI-92 protein"
"15392","Hs.21807","PRDM4","12","106629.113","PR domain containing 4"
"15393","Hs.23467","RAINB1",NA,NA,"retinoic acid inducible in neuroblastoma"
"15394","Hs.26434","FLJ20360","10","5794.378","hypothetical protein FLJ20360"
"15395","Hs.334370","BEX1","23","101089.444","brain expressed, X-linked 1"
"15396","Hs.286131","F-LAN-1","17","5578.177","CGI-101 protein"
"15397","Hs.288151","FLJ23445","3","63776.884","hypothetical protein FLJ23445"
"15398","Hs.288991","ABIN-2","4","2775","A20-binding inhibitor of NF-kappaB activation-2"
"15399","Hs.298229","PFDN2","1","158287.138","prefoldin 2"
"15400","Hs.299148","RAI16","8","21978.794","retinoic acid induced 16"
"15401","Hs.305985","EDR1","12","8958.532","early development regulator 1 (polyhomeotic 1 homolog)"
"15402","Hs.41007","MRPL22","5","154349.155","mitochondrial ribosomal protein L22"
"15403","Hs.59838","FLJ10808","4","68488.094","hypothetical protein FLJ10808"
"15404","Hs.72531","FLJ11838","1","42335.523","hypothetical protein FLJ11838"
"15405","Hs.87128","FLJ23309",NA,NA,"hypothetical protein FLJ23309"
"15406","Hs.90847","GTF3C3","2","197831.643","general transcription factor IIIC, polypeptide 3 (102kD)"
"15407","Hs.94042","FLJ10876","1","208512.714","hypothetical protein FLJ10876"
"15408","Hs.12126","HCA112","7","149889.594","hepatocellular carcinoma-associated antigen 112"
"15409","Hs.14125","PA26","6","109353.216","p53 regulated PA26 nuclear protein"
"15410","Hs.16277","FLJ10900","7","65873.44","hypothetical protein FLJ10900"
"15411","Hs.179898","HSPC055","16","11810.874","HSPC055 protein"
"15412","Hs.21331","FLJ10036","15","64513.248","hypothetical protein FLJ10036"
"15413","Hs.234896","LOC51053","6","24883.162","geminin"
"15414","Hs.23956","FLJ20502","4","47368.356","hypothetical protein FLJ20502"
"15415","Hs.24129","FLJ10716","13","47904.086","CLLL7 protein"
"15416","Hs.274368","MSTP032",NA,NA,"MSTP032 protein"
"15417","Hs.27445","LOC51693","16","88667.653","unknown"
"15418","Hs.279766","KIF4A","23","68376.752","kinesin family member 4A"
"15419","Hs.279877","FTSJ2","7","2018.265","FtsJ homolog 2 (E. coli)"
"15420","Hs.279915","TIMM8B","11","111493.52","translocase of inner mitochondrial membrane 8 homolog B (yeast)"
"15421","Hs.28029","MGC11256","22","48531.677","hypothetical protein MGC11256"
"15422","Hs.286128","C20orf98","20","324.892","chromosome 20 open reading frame 98"
"15423","Hs.288968","RAB22A","20","57570.191","RAB22A, member RAS oncogene family"
"15424","Hs.29379","FLJ10687","1","147835.287","hypothetical protein FLJ10687"
"15425","Hs.323346","DIS3","13","71127.541","mitotic control protein dis3 homolog"
"15426","Hs.5457","FLJ10738","14","67666.518","hypothetical protein FLJ10738"
"15427","Hs.57672","LRRFIP2","3","37055.123","leucine rich repeat (in FLII) interacting protein 2"
